desc1,desc2,value,date
Other food and drink,Salt,11,2005
Other food and drink,Salt,8,2006
Other food and drink,Salt,9,2007
Other food and drink,Salt,9,2008
Other food and drink,Salt,9,2009
Other food and drink,Salt,11,2010
Other food and drink,Salt,9,2011
Other food and drink,Salt,9,2012
Other food and drink,Salt,8,2013
Other food and drink,Salt,7,2014
